Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg22406518,-0.213138115,-9.439363408,5.76E-17,3,134093627,AMOTL2,TSS1500,island,TSS1500-island
cg06662991,-0.16427837,-9.433158218,6.05E-17,6,3456581,SLC22A23,1stExon,island,1stExon-island
cg14817130,-0.160994259,-9.432742455,6.05E-17,8,11424789,,IGR,shelf,IGR-shelf
cg13689681,-0.267755332,-9.414801966,7.03E-17,9,99382204,CDC14B,TSS200,island,TSS200-island
cg23410738,-0.243673067,-9.410683451,7.26E-17,2,133174094,GPR39,TSS200,island,TSS200-island
cg09685351,-0.263646576,-9.409759053,7.29E-17,22,45148319,ARHGAP8,TSS200,opensea,TSS200-opensea
cg14135988,-0.117139471,-9.408442202,7.34E-17,18,52495796,RAB27B,TSS200,island,TSS200-island
cg02214443,-0.190340014,-9.39200095,8.42E-17,6,128841979,PTPRK,TSS200,island,TSS200-island
cg00313498,0.144275682,9.385885521,8.84E-17,4,7787944,AFAP1,Body,opensea,Body-opensea
cg12590695,-0.27983515,-9.383001009,9.03E-17,12,88974375,KITLG,TSS200,island,TSS200-island
cg07708198,-0.31176993,-9.378942122,9.31E-17,2,236403945,AGAP1,Body,island,Body-island
cg03965044,-0.330657327,-9.378103006,9.35E-17,17,48712212,ABCC3,TSS200,island,TSS200-island
cg25449207,-0.187571518,-9.373207104,9.71E-17,15,34611069,SLC12A6,Body,opensea,Body-opensea
cg11720818,-0.138122046,-9.369415182,9.99E-17,16,3551273,CLUAP1,Body,island,Body-island
cg00683961,-0.184788411,-9.366921054,1.02E-16,1,109940786,SORT1,TSS1500,island,TSS1500-island
cg09486567,-0.218872515,-9.365611086,1.02E-16,20,18038510,OVOL2,1stExon,island,1stExon-island
cg03730958,-0.30924683,-9.362962262,1.04E-16,6,1312519,FOXQ1,TSS200,island,TSS200-island
cg25322645,-0.301813412,-9.360805098,1.06E-16,10,35103875,PARD3,1stExon,island,1stExon-island
cg26944052,-0.234241139,-9.360752472,1.06E-16,7,100425154,EPHB4,TSS200,island,TSS200-island
cg05056305,-0.213703062,-9.356595558,1.09E-16,17,1613880,TLCD2,TSS1500,island,TSS1500-island
cg00455216,-0.327751196,-9.353607261,1.12E-16,16,52579649,TOX3,5'UTR,island,5'UTR-island
cg11617147,-0.212813218,-9.340412155,1.24E-16,7,105517689,ATXN7L1,TSS1500,island,TSS1500-island
cg11816923,-0.167914384,-9.335355068,1.29E-16,1,214725455,PTPN14,TSS1500,island,TSS1500-island
cg24265280,-0.267182236,-9.330896812,1.34E-16,6,154832000,CNKSR3,TSS1500,island,TSS1500-island
cg22446331,-0.225943007,-9.328206821,1.37E-16,18,19750865,GATA6,5'UTR,island,5'UTR-island
cg07309102,-0.320666893,-9.323070058,1.42E-16,9,110251826,KLF4,1stExon,island,1stExon-island
cg25261908,-0.179744736,-9.319163358,1.46E-16,19,49660986,TRPM4,TSS200,island,TSS200-island
cg21282131,-0.284752728,-9.316788134,1.49E-16,6,136871907,MAP7,TSS200,island,TSS200-island
cg07746514,0.10984977,9.302123958,1.68E-16,12,121139042,MLEC,3'UTR,opensea,3'UTR-opensea
cg22764338,-0.248839023,-9.283669843,1.96E-16,5,141257604,PCDH1,Body,island,Body-island
cg01045622,-0.175356581,-9.282234268,1.98E-16,10,79686064,LOC100128292,TSS1500,island,TSS1500-island
cg26679231,-0.226523831,-9.275012777,2.09E-16,6,80247134,LCA5,1stExon,island,1stExon-island
cg19118797,-0.267890235,-9.274183465,2.10E-16,17,1613572,TLCD2,5'UTR,island,5'UTR-island
cg06728497,-0.357901635,-9.268232757,2.20E-16,17,7284351,TNK1,TSS200,island,TSS200-island
cg00955482,-0.2085507,-9.260537765,2.34E-16,18,712737,ENOSF1,TSS200,island,TSS200-island
cg07013552,-0.201408833,-9.260018481,2.34E-16,1,117453402,PTGFRN,Body,island,Body-island
cg00051068,-0.144909476,-9.256830854,2.40E-16,20,10655610,JAG1,TSS1500,island,TSS1500-island
cg04733382,-0.032729127,-9.248348096,2.56E-16,2,62424219,B3GNT2,5'UTR,island,5'UTR-island
cg27661381,-0.243435633,-9.248081904,2.56E-16,19,45349903,PVRL2,Body,island,Body-island
cg05323436,-0.302023299,-9.247837996,2.56E-16,3,49171185,LAMB2,TSS1500,opensea,TSS1500-opensea
cg07229076,-0.275096262,-9.243701676,2.65E-16,7,12726813,ARL4A,5'UTR,island,5'UTR-island
cg12096762,-0.305095529,-9.232025789,2.91E-16,15,88296044,,IGR,opensea,IGR-opensea
cg24580066,-0.306556335,-9.225584348,3.06E-16,20,18037540,OVOL2,Body,island,Body-island
cg17944110,-0.209950834,-9.220062304,3.20E-16,1,10856657,CASZ1,1stExon,island,1stExon-island
cg07724674,-0.133207444,-9.215404252,3.32E-16,16,67465455,HSD11B2,Body,island,Body-island
cg13309429,0.324518782,9.2123627,3.39E-16,6,138540851,KIAA1244,Body,opensea,Body-opensea
cg01087294,-0.347014142,-9.189120366,4.11E-16,15,90456194,C15orf38,1stExon,island,1stExon-island
cg08220628,-0.161004748,-9.183902866,4.28E-16,4,85504480,CDS1,5'UTR,island,5'UTR-island
cg24659201,-0.298551436,-9.179392951,4.43E-16,2,133173718,GPR39,TSS1500,island,TSS1500-island
cg20804280,-0.099104138,-9.154027447,5.46E-16,1,65211114,RAVER2,Body,island,Body-island
cg03057409,-0.284238317,-9.153803884,5.46E-16,10,102729640,,IGR,island,IGR-island
cg02691819,-0.211890133,-9.146887696,5.76E-16,3,66024561,MAGI1,TSS200,island,TSS200-island
cg25974903,-0.135534076,-9.144868566,5.84E-16,1,65211057,RAVER2,1stExon,island,1stExon-island
cg15050111,-0.203198533,-9.142272415,5.95E-16,1,24645850,GRHL3,TSS200,shelf,TSS200-shelf
cg15522241,-0.063470431,-9.138869754,6.10E-16,22,30793123,SEC14L2,1stExon,island,1stExon-island
cg13862682,-0.232207726,-9.138514861,6.10E-16,9,12776046,C9orf150,Body,shore,Body-shore
cg02071259,-0.05216449,-9.125397414,6.79E-16,20,62612316,SAMD10,TSS1500,island,TSS1500-island
cg24747565,-0.288522166,-9.117777845,7.21E-16,1,227506021,CDC42BPA,TSS200,island,TSS200-island
cg02863842,-0.311025114,-9.116634425,7.26E-16,19,45349685,PVRL2,5'UTR,island,5'UTR-island
cg00317648,-0.316859204,-9.105995984,7.91E-16,4,125633640,ANKRD50,5'UTR,island,5'UTR-island
cg19470652,-0.356068935,-9.104912792,7.96E-16,10,35103125,PARD3,Body,island,Body-island
cg23861715,-0.250397475,-9.097906162,8.41E-16,9,99382235,CDC14B,TSS200,island,TSS200-island
cg16544399,-0.218393902,-9.096802523,8.46E-16,7,12726941,ARL4A,5'UTR,island,5'UTR-island
cg05314639,0.208960122,9.088239788,9.06E-16,13,114109729,,IGR,opensea,IGR-opensea
cg27437294,-0.261452349,-9.084226787,9.32E-16,1,228871677,RHOU,1stExon,island,1stExon-island
cg13391116,-0.324275417,-9.08400524,9.32E-16,11,86383236,ME3,5'UTR,island,5'UTR-island
cg02348634,-0.232082181,-9.083698448,9.32E-16,2,47596430,EPCAM,5'UTR,shore,5'UTR-shore
cg26809127,-0.187839082,-9.064097608,1.09E-15,1,155100511,EFNA1,1stExon,shore,1stExon-shore
cg14809191,-0.29479375,-9.063079402,1.10E-15,6,1311825,FOXQ1,TSS1500,island,TSS1500-island
cg04645063,0.053388571,9.0536571,1.18E-15,16,3170104,ZNF205,Body,island,Body-island
cg13996698,-0.298741706,-9.053073762,1.18E-15,22,45148306,ARHGAP8,TSS200,opensea,TSS200-opensea
cg12233379,-0.359684129,-9.052858228,1.18E-15,1,151812524,LOC100132111,Body,island,Body-island
cg02847140,-0.287334264,-9.05281923,1.18E-15,1,95007331,F3,1stExon,island,1stExon-island
cg15459695,-0.274821159,-9.051547365,1.19E-15,2,236403016,AGAP1,1stExon,island,1stExon-island
cg12026967,0.421947705,9.046736129,1.24E-15,18,19780728,GATA6,Body,island,Body-island
cg15586327,-0.240455167,-9.045092727,1.25E-15,15,34611057,SLC12A6,Body,opensea,Body-opensea
cg12177702,-0.316750566,-9.041130946,1.29E-15,4,37455280,C4orf19,TSS1500,island,TSS1500-island
cg00357610,-0.256718041,-9.037300415,1.33E-15,4,125633704,ANKRD50,5'UTR,island,5'UTR-island
cg09425708,-0.233146526,-9.036333731,1.33E-15,12,3069141,TEAD4,5'UTR,island,5'UTR-island
cg25679870,-0.212545564,-9.0355212,1.34E-15,19,7293776,INSR,Body,island,Body-island
cg26532951,-0.342236172,-9.029326366,1.41E-15,19,7294093,INSR,TSS200,island,TSS200-island
cg09345916,-0.267201804,-9.028847013,1.41E-15,15,71056145,UACA,TSS1500,island,TSS1500-island
cg04124126,-0.250931608,-9.022895373,1.47E-15,6,136871900,MAP7,TSS200,island,TSS200-island
cg13053817,-0.280475217,-9.021315341,1.49E-15,2,113915312,,IGR,island,IGR-island
cg17801055,-0.273431185,-9.015746062,1.55E-15,1,95285809,SLC44A3,TSS200,island,TSS200-island
cg22105582,-0.188462997,-9.013422337,1.58E-15,18,52496070,RAB27B,5'UTR,shore,5'UTR-shore
cg08855623,-0.09817855,-9.010117468,1.62E-15,3,185217019,TMEM41A,TSS200,island,TSS200-island
cg02919030,-0.210544784,-9.007182325,1.65E-15,12,88973461,KITLG,Body,island,Body-island
cg27164381,-0.359457737,-9.006157734,1.66E-15,21,43373635,C2CD2,1stExon,island,1stExon-island
cg15176664,-0.075256441,-8.998359045,1.77E-15,19,45681828,BLOC1S3,TSS200,island,TSS200-island
cg06093279,-0.227670736,-8.995753402,1.80E-15,8,17658292,MTUS1,1stExon,island,1stExon-island
cg23412091,-0.281124081,-8.994529134,1.82E-15,3,185217061,TMEM41A,TSS1500,island,TSS1500-island
cg22853797,-0.130493643,-8.993957014,1.82E-15,8,19172126,SH2D4A,5'UTR,shore,5'UTR-shore
cg11117531,-0.266014826,-8.993095023,1.83E-15,17,1613239,TLCD2,Body,island,Body-island
cg20574695,-0.210461565,-8.989717574,1.87E-15,12,19282718,PLEKHA5,1stExon,island,1stExon-island
cg02808595,-0.294022692,-8.988202106,1.89E-15,2,151343582,RND3,Body,shore,Body-shore
cg16955166,-0.200101027,-8.986879463,1.91E-15,18,52495633,RAB27B,TSS1500,island,TSS1500-island
cg15381769,-0.182442811,-8.981667111,1.99E-15,6,128841972,PTPRK,TSS200,island,TSS200-island
cg10099364,-0.329687884,-8.975270779,2.09E-15,20,32899426,AHCY,5'UTR,opensea,5'UTR-opensea
cg24415941,-0.246567013,-8.96898435,2.19E-15,19,45908329,CD3EAP,TSS1500,island,TSS1500-island
cg12168535,0.148868505,8.957344928,2.41E-15,4,108931059,HADH,Body,opensea,Body-opensea
cg14761318,-0.222593904,-8.954970815,2.45E-15,5,68788469,OCLN,5'UTR,island,5'UTR-island
cg12373084,-0.385933612,-8.943170149,2.69E-15,9,12775700,C9orf150,1stExon,island,1stExon-island
cg17333251,-0.207000476,-8.934329032,2.88E-15,11,57091806,TNKS1BP1,5'UTR,island,5'UTR-island
cg13234063,-0.2933719,-8.927292028,3.04E-15,3,134092608,AMOTL2,5'UTR,island,5'UTR-island
cg05563672,-0.284709271,-8.927165763,3.04E-15,21,42880077,TMPRSS2,1stExon,island,1stExon-island
cg24218109,-0.282502249,-8.919429292,3.23E-15,6,80341034,SH3BGRL2,1stExon,island,1stExon-island
cg08427928,-0.278029257,-8.918517545,3.25E-15,7,32997111,FKBP9,1stExon,island,1stExon-island
cg23365490,-0.218059373,-8.918283638,3.25E-15,6,128841955,PTPRK,TSS200,island,TSS200-island
cg10227191,-0.207603073,-8.915314289,3.31E-15,12,53342746,KRT18,TSS200,shore,TSS200-shore
cg08595011,-0.175816226,-8.915305733,3.31E-15,3,43147479,C3orf39,5'UTR,island,5'UTR-island
cg17085457,-0.213107517,-8.914457301,3.32E-15,1,120190989,ZNF697,TSS1500,island,TSS1500-island
cg02490453,-0.191667497,-8.908004133,3.50E-15,16,30816924,,IGR,island,IGR-island
cg26371771,-0.297712664,-8.905170766,3.57E-15,6,49518360,C6orf141,5'UTR,island,5'UTR-island
cg11653500,-0.232980932,-8.901828699,3.66E-15,13,80915061,SPRY2,1stExon,island,1stExon-island
cg19830950,-0.177824829,-8.899994856,3.70E-15,10,102729375,,IGR,island,IGR-island
cg13508391,-0.17345869,-8.894254218,3.87E-15,12,3068378,TEAD4,TSS200,island,TSS200-island
cg10310236,-0.129732395,-8.890952026,3.97E-15,22,29702814,GAS2L1,TSS200,island,TSS200-island
cg21289280,-0.226138796,-8.889117219,4.02E-15,1,24645885,GRHL3,1stExon,shelf,1stExon-shelf
cg20683815,-0.160826208,-8.888264204,4.03E-15,1,214725708,PTPN14,TSS1500,shore,TSS1500-shore
cg14307212,-0.146152288,-8.883881552,4.17E-15,15,34611009,SLC12A6,Body,opensea,Body-opensea
cg12570942,-0.064906947,-8.880358457,4.28E-15,2,242626270,DTYMK,5'UTR,island,5'UTR-island
cg02891801,-0.126862801,-8.876488599,4.41E-15,12,6472782,SCNN1A,Body,island,Body-island
cg20963995,-0.227672989,-8.870206362,4.63E-15,1,117453315,PTGFRN,Body,island,Body-island
cg12876009,-0.288597483,-8.868482063,4.68E-15,22,37915443,CARD10,TSS1500,island,TSS1500-island
cg14900579,-0.332598446,-8.857491158,5.11E-15,19,7294137,INSR,TSS200,island,TSS200-island
cg06547732,-0.112290295,-8.855684171,5.17E-15,1,63154287,DOCK7,TSS1500,island,TSS1500-island
cg27409650,-0.23894172,-8.85515677,5.18E-15,22,37915342,CARD10,TSS200,island,TSS200-island
cg01677601,-0.293134289,-8.854134387,5.21E-15,11,12399777,PARVA,Body,island,Body-island
cg22845901,-0.255128471,-8.851424768,5.31E-15,3,110791439,PVRL3,Body,shore,Body-shore
cg15075267,-0.195517493,-8.83111945,6.25E-15,19,15306332,NOTCH3,Body,island,Body-island
cg18740711,-0.049935306,-8.815769331,7.07E-15,5,115421035,COMMD10,Body,island,Body-island
cg21462732,-0.202370304,-8.81175841,7.28E-15,6,136871881,MAP7,TSS200,island,TSS200-island
cg08498942,-0.296483552,-8.810417364,7.34E-15,6,42110188,C6orf132,5'UTR,island,5'UTR-island
cg18538662,-0.23302465,-8.809357234,7.39E-15,4,7941764,AFAP1,TSS200,island,TSS200-island
cg10878944,-0.313553706,-8.801143025,7.88E-15,3,134092812,AMOTL2,5'UTR,island,5'UTR-island
cg01893669,-0.224912101,-8.798863086,8.00E-15,2,39664969,MAP4K3,TSS1500,shore,TSS1500-shore
cg04791477,-0.232270275,-8.789120176,8.64E-15,6,128840399,PTPRK,Body,island,Body-island
cg15319451,-0.240530542,-8.784665432,8.94E-15,1,15480748,TMEM51,5'UTR,island,5'UTR-island
cg25154916,-0.259345949,-8.775903673,9.57E-15,1,233749666,KCNK1,TSS200,island,TSS200-island
cg13030404,-0.249934067,-8.76716811,1.02E-14,4,87813277,C4orf36,5'UTR,island,5'UTR-island
cg08122140,-0.311037595,-8.753346516,1.14E-14,14,34420415,EGLN3,TSS200,island,TSS200-island
cg27302296,-0.278781195,-8.752743074,1.15E-14,8,93978321,C8orf83,Body,island,Body-island
cg20328396,-0.180170499,-8.752314327,1.15E-14,11,129148924,,IGR,island,IGR-island
cg01080924,-0.279559188,-8.747889772,1.19E-14,22,46449550,C22orf26,Body,shore,Body-shore
cg26297299,-0.225154427,-8.747477545,1.19E-14,9,38067684,SHB,Body,island,Body-island
cg06959340,-0.104142891,-8.739006253,1.27E-14,14,23450238,JUB,Body,island,Body-island
cg23723903,-0.349579468,-8.735881372,1.30E-14,1,10856466,CASZ1,5'UTR,island,5'UTR-island
cg14565798,-0.341507998,-8.733790339,1.32E-14,19,33793976,LOC80054,Body,island,Body-island
cg01121610,-0.360384868,-8.729750432,1.36E-14,1,204043732,SOX13,5'UTR,island,5'UTR-island
cg06552050,-0.189065206,-8.727713807,1.38E-14,12,10875369,CSDA,Body,island,Body-island
cg08793689,-0.226008447,-8.725231798,1.40E-14,5,76114684,F2RL1,TSS200,island,TSS200-island
cg04543026,-0.096362267,-8.716608397,1.50E-14,1,110453888,CSF1,Body,island,Body-island
cg14453949,-0.185729544,-8.709515465,1.58E-14,5,132112449,8-Sep,Body,island,Body-island
cg00229368,-0.241723252,-8.705604703,1.63E-14,3,184279621,EPHB3,1stExon,island,1stExon-island
cg03940103,-0.245220984,-8.696617647,1.75E-14,19,41698823,CYP2S1,TSS1500,island,TSS1500-island
cg19315202,-0.236902489,-8.693516242,1.79E-14,21,42880095,TMPRSS2,TSS200,island,TSS200-island
cg02438653,-0.065834493,-8.690022892,1.83E-14,16,75285726,BCAR1,Body,island,Body-island
cg07561547,-0.29378549,-8.684567913,1.91E-14,1,201368783,LAD1,TSS200,island,TSS200-island
cg11173146,-0.317539345,-8.677462149,2.02E-14,13,107187412,EFNB2,TSS200,island,TSS200-island
cg21368354,-0.107908135,-8.676675831,2.02E-14,13,111267856,CARKD,TSS200,island,TSS200-island
cg04536807,-0.247783294,-8.676450478,2.02E-14,7,32997190,FKBP9,1stExon,island,1stExon-island
cg08991599,-0.213082756,-8.672296446,2.09E-14,8,127570505,FAM84B,TSS200,island,TSS200-island
cg04324995,-0.333802725,-8.6720129,2.09E-14,7,5466405,,IGR,island,IGR-island
cg05685587,-0.349797466,-8.665872394,2.19E-14,6,1312577,FOXQ1,TSS200,island,TSS200-island
cg16570133,-0.222425235,-8.66401101,2.22E-14,8,76320362,,IGR,shore,IGR-shore
cg03403966,-0.140730307,-8.663255824,2.22E-14,4,85504051,CDS1,TSS200,island,TSS200-island
cg26912890,-0.322542575,-8.654825394,2.37E-14,1,214724875,PTPN14,TSS1500,island,TSS1500-island
cg04794420,-0.278332416,-8.653674237,2.39E-14,12,56474392,ERBB3,Body,island,Body-island
cg20208384,-0.251940817,-8.648946181,2.48E-14,3,124931162,SLC12A8,5'UTR,island,5'UTR-island
cg12869623,-0.173752375,-8.644640219,2.56E-14,17,9548898,USP43,TSS200,island,TSS200-island
cg25773344,-0.193159634,-8.644002341,2.56E-14,12,59314175,LRIG3,5'UTR,island,5'UTR-island
cg22741823,-0.225757721,-8.640386941,2.63E-14,4,108746275,SGMS2,5'UTR,island,5'UTR-island
cg03208218,-0.064124382,-8.629163956,2.87E-14,5,79551238,SERINC5,Body,shore,Body-shore
cg17516185,-0.143307712,-8.623924348,2.99E-14,4,108746651,SGMS2,5'UTR,shore,5'UTR-shore
cg24221947,-0.192724191,-8.621037058,3.05E-14,2,101436927,NPAS2,5'UTR,island,5'UTR-island
cg10129201,-0.29743861,-8.620202697,3.07E-14,21,27542749,APP,Body,island,Body-island
cg07398504,-0.149753834,-8.609643579,3.33E-14,18,30050331,FAM59A,1stExon,island,1stExon-island
cg08933505,-0.351667028,-8.607363182,3.38E-14,1,214724899,PTPN14,TSS1500,island,TSS1500-island
cg24121424,-0.258097679,-8.60575232,3.42E-14,7,156801929,MNX1,1stExon,shore,1stExon-shore
cg15676226,-0.165248085,-8.60295931,3.49E-14,10,126849624,CTBP2,TSS200,island,TSS200-island
cg03433655,-0.187588441,-8.602192608,3.50E-14,4,108745771,SGMS2,5'UTR,shore,5'UTR-shore
cg15108705,-0.253654692,-8.600729529,3.53E-14,1,233749544,KCNK1,TSS1500,island,TSS1500-island
cg01349858,-0.031114797,-8.599669316,3.56E-14,17,75277363,9-Sep,TSS200,island,TSS200-island
cg11221228,-0.20003704,-8.596544323,3.64E-14,1,117452905,PTGFRN,Body,island,Body-island
cg16935789,-0.073413618,-8.591483543,3.78E-14,8,144450687,C8orf51,Body,island,Body-island
cg10737891,-0.160552218,-8.585551712,3.95E-14,4,85504029,CDS1,TSS200,island,TSS200-island
cg13906416,-0.339345961,-8.584851818,3.97E-14,19,45147440,PVR,1stExon,island,1stExon-island
cg03951424,-0.329730432,-8.582740944,4.02E-14,1,61549111,NFIA,Body,island,Body-island
cg05457923,-0.300102238,-8.575549209,4.25E-14,6,154831692,CNKSR3,5'UTR,island,5'UTR-island
cg03098643,-0.344533051,-8.572605017,4.34E-14,4,187644620,FAT1,5'UTR,island,5'UTR-island
cg02753029,-0.331378649,-8.569862554,4.43E-14,10,122739390,,IGR,island,IGR-island
cg14744537,-0.208468055,-8.568231395,4.48E-14,18,52495740,RAB27B,TSS200,island,TSS200-island
cg15144793,-0.326280562,-8.567640026,4.49E-14,2,235861303,SH3BP4,5'UTR,island,5'UTR-island
cg17143518,-0.377718258,-8.565159976,4.57E-14,18,20716545,CABLES1,1stExon,island,1stExon-island
cg01580613,-0.043988579,-8.561597674,4.69E-14,20,10015660,ANKRD5,TSS200,island,TSS200-island
cg00126959,-0.318020034,-8.560595088,4.72E-14,17,48712203,ABCC3,TSS200,island,TSS200-island
cg19643390,-0.275991688,-8.55776354,4.81E-14,17,48712205,ABCC3,TSS200,island,TSS200-island
cg22417789,-0.246895601,-8.546338073,5.26E-14,13,80915465,SPRY2,TSS1500,island,TSS1500-island
cg07959491,-0.038368326,-8.545008463,5.30E-14,1,204347150,,IGR,island,IGR-island
cg02913089,-0.139328435,-8.54071952,5.47E-14,15,85525744,PDE8A,Body,island,Body-island
cg14778576,0.198317181,8.536453901,5.65E-14,3,160477458,PPM1L,Body,shelf,Body-shelf
cg00244983,-0.233436183,-8.535080483,5.69E-14,10,123872936,TACC2,Body,island,Body-island
cg01707656,-0.264661788,-8.53504991,5.69E-14,12,12503030,MANSC1,1stExon,island,1stExon-island
cg07454558,-0.262677832,-8.526126473,6.09E-14,2,159826472,TANC1,5'UTR,shore,5'UTR-shore
cg02583271,-0.07123639,-8.523066025,6.23E-14,16,3550926,CLUAP1,TSS200,island,TSS200-island
cg17108430,-0.25556731,-8.521737229,6.28E-14,4,108745557,SGMS2,TSS200,shore,TSS200-shore
cg12415116,-0.225342729,-8.516823189,6.52E-14,12,19283108,PLEKHA5,Body,island,Body-island
cg02026449,-0.286519082,-8.514512699,6.62E-14,16,71660734,MARVELD3,Body,island,Body-island
cg25957967,-0.207540009,-8.512020756,6.74E-14,1,55505148,PCSK9,TSS200,island,TSS200-island
cg06802056,-0.149541197,-8.510323448,6.82E-14,1,113933940,MAGI3,1stExon,island,1stExon-island
cg19389641,-0.230876483,-8.506870858,6.99E-14,12,6472691,SCNN1A,Body,island,Body-island
cg11620873,-0.046646034,-8.503874995,7.14E-14,12,6309515,CD9,TSS200,island,TSS200-island
cg08532870,-0.162312488,-8.49978655,7.36E-14,1,8086308,ERRFI1,1stExon,island,1stExon-island
cg25725117,-0.224150949,-8.498222064,7.44E-14,1,228871303,RHOU,1stExon,island,1stExon-island
cg19834071,-0.352739002,-8.496337812,7.53E-14,19,41698987,CYP2S1,TSS200,island,TSS200-island
cg13647706,-0.38071317,-8.490495745,7.87E-14,19,1567517,MEX3D,1stExon,island,1stExon-island
cg02634712,-0.153872248,-8.483045933,8.33E-14,18,19750909,GATA6,5'UTR,island,5'UTR-island
cg17028039,-0.319053306,-8.473494147,8.96E-14,10,123357695,FGFR2,5'UTR,island,5'UTR-island
cg01338917,-0.193546843,-8.469456129,9.23E-14,17,9549496,USP43,Body,island,Body-island
cg13136510,-0.359242486,-8.467139352,9.38E-14,2,133174117,GPR39,TSS200,island,TSS200-island
cg16858898,-0.229671863,-8.457860779,1.01E-13,1,15479872,TMEM51,TSS1500,island,TSS1500-island
cg25392269,-0.061533889,-8.456259221,1.02E-13,19,13049289,CALR,TSS200,island,TSS200-island
cg13559259,-0.209125035,-8.453833079,1.03E-13,18,30050338,FAM59A,1stExon,island,1stExon-island
cg18190515,-0.26904314,-8.453791315,1.03E-13,7,73868455,GTF2IRD1,5'UTR,shore,5'UTR-shore
cg02169338,-0.220065152,-8.449982634,1.06E-13,8,76320144,,IGR,island,IGR-island
cg21068339,-0.172122828,-8.448848616,1.07E-13,6,7542819,DSP,Body,island,Body-island
cg13311509,-0.190589159,-8.444008461,1.11E-13,17,1613851,TLCD2,TSS200,island,TSS200-island
cg20880080,0.384867434,8.440711688,1.14E-13,18,19780644,GATA6,Body,island,Body-island
cg05844473,-0.10404936,-8.438562979,1.15E-13,22,30792924,SEC14L2,TSS200,island,TSS200-island
cg23060239,-0.191844,-8.424653417,1.28E-13,1,155294612,RUSC1,Body,island,Body-island
cg06723863,-0.272016112,-8.419311886,1.34E-13,16,68270129,ESRP2,1stExon,island,1stExon-island
cg07773095,-0.288248792,-8.415134653,1.38E-13,21,33784558,C21orf63,TSS200,island,TSS200-island
cg21985251,-0.296575772,-8.411675273,1.41E-13,5,1112346,SLC12A7,TSS200,island,TSS200-island
